iteration,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
100,0.0008099405528304892,1.0,0.26155036464333536,0.9416666666666667,0.19814241984311273,0.956
200,0.0004630419142712425,1.0,0.2829388029873371,0.9366666666666666,0.2049938600291224,0.954
300,0.0003526004466241122,1.0,0.28902434557676315,0.9366666666666666,0.2067879125037614,0.956
400,0.00027024425281625653,1.0,0.2900794196873903,0.935,0.21197335137163892,0.957
500,0.00020745308009079762,1.0,0.29197162166237833,0.9383333333333334,0.2142337731578771,0.959
600,0.00017359667318588536,1.0,0.3048484712839127,0.9366666666666666,0.21734357932034662,0.955
700,0.00013792881396107584,1.0,0.3065094664692879,0.9383333333333334,0.22054634199422948,0.956
800,0.00011274306016275659,1.0,0.3075489904731512,0.935,0.22375635123428175,0.958
900,9.845041640801355e-05,1.0,0.3025550153106451,0.94,0.22476495342219577,0.958
1000,8.801370252816317e-05,1.0,0.3078799307346344,0.94,0.22763030143345103,0.958
1100,7.2968296464953e-05,1.0,0.31722414344549177,0.9366666666666666,0.23500393703579903,0.954
1200,6.216241421902345e-05,1.0,0.3179492402821779,0.9383333333333334,0.23225880896343903,0.959
1300,5.482966209658318e-05,1.0,0.3207540392875671,0.94,0.2351652390378363,0.956
1400,4.849169453235744e-05,1.0,0.32843936830759046,0.9366666666666666,0.239958984667764,0.956
1500,4.28699478915304e-05,1.0,0.3303436044603586,0.9383333333333334,0.24075206938911886,0.955
1600,3.966241189724921e-05,1.0,0.32688730135560035,0.935,0.24743572819758863,0.955
1700,3.4100932882413166e-05,1.0,0.3363685507327318,0.9383333333333334,0.24335218440083897,0.955
1800,3.047148667165958e-05,1.0,0.33443662635982035,0.94,0.24472725720090024,0.955
1900,2.79128460937904e-05,1.0,0.33871417343616483,0.94,0.24600725314196417,0.956
2000,2.5192418242012436e-05,1.0,0.33891571722924707,0.9416666666666667,0.24789267362040632,0.955
2100,2.3390600573394396e-05,1.0,0.3416047692298889,0.9383333333333334,0.25134435493279905,0.955
2200,2.0928196272507192e-05,1.0,0.3430874299257994,0.9416666666666667,0.24960603718371951,0.956
2300,1.9167718811432778e-05,1.0,0.342498866468668,0.94,0.2520839788896196,0.956
2400,1.732714582026852e-05,1.0,0.3465783417224884,0.94,0.2533397909034701,0.957
2500,1.6117480612996993e-05,1.0,0.3502825919538736,0.94,0.2546292142394711,0.956
2600,1.4623601883714501e-05,1.0,0.35044185668230055,0.94,0.2570478449411252,0.956
2700,1.3533416545720279e-05,1.0,0.35493207573890684,0.9416666666666667,0.25797488628064885,0.955
2800,1.2561710135135702e-05,1.0,0.3548136096447706,0.9383333333333334,0.25764846253921003,0.956
2900,1.1790805562365373e-05,1.0,0.3556923881173134,0.9416666666666667,0.25814230214147005,0.955
3000,1.0757899356879837e-05,1.0,0.35843762271106244,0.9416666666666667,0.26269839331507683,0.954
