iteration,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
100,2.3024020883772107,0.10833333333333334,2.3056130170822144,0.09333333333333334,2.3036866608787987,0.109
200,2.300979333453708,0.10833333333333334,2.3055394887924194,0.09333333333333334,2.3030146150028004,0.109
300,2.300118515226576,0.11166666666666666,2.30546498298645,0.08833333333333333,2.302768076167387,0.101
400,2.2997763527764215,0.11166666666666666,2.3062039375305177,0.08833333333333333,2.303168170592364,0.101
500,2.2996007098091975,0.10833333333333334,2.306358885765076,0.09333333333333334,2.302906302844777,0.109
600,2.2994675000508624,0.11166666666666666,2.3062888383865356,0.08833333333333333,2.3031091690063477,0.101
700,2.299398104349772,0.11166666666666666,2.3070298194885255,0.08833333333333333,2.303212782915901,0.101
800,2.2993977467219033,0.11166666666666666,2.306844162940979,0.08833333333333333,2.3032458950491512,0.101
900,2.299372477001614,0.11166666666666666,2.3069873094558715,0.08833333333333333,2.303369409897748,0.101
1000,2.2993620236714682,0.11166666666666666,2.307173180580139,0.08833333333333333,2.3034662639393524,0.101
1100,2.299362376001146,0.11166666666666666,2.30716609954834,0.08833333333333333,2.3033900260925293,0.101
1200,2.29935704337226,0.11166666666666666,2.3072473764419557,0.08833333333333333,2.303499333998736,0.101
1300,2.299369200070699,0.11166666666666666,2.307157874107361,0.08833333333333333,2.30339119013618,0.101
1400,2.299365925788879,0.11166666666666666,2.307528853416443,0.08833333333333333,2.3035716028774487,0.101
1500,2.29936101436615,0.11166666666666666,2.307624912261963,0.08833333333333333,2.3035943087409523,0.101
1600,2.2993605216344197,0.11166666666666666,2.307031774520874,0.08833333333333333,2.3036336758557487,0.101
1700,2.29935446050432,0.11166666666666666,2.3075231313705444,0.08833333333333333,2.3035312119652245,0.101
1800,2.2993509584003027,0.11166666666666666,2.3074769258499144,0.08833333333333333,2.3036593829884247,0.101
1900,2.2993497451146445,0.11166666666666666,2.3073553800582887,0.08833333333333333,2.3035616453956154,0.101
2000,2.2993566724989147,0.11166666666666666,2.307536554336548,0.08833333333333333,2.303627841612872,0.101
2100,2.299354574415419,0.11166666666666666,2.307582902908325,0.08833333333333333,2.3037229285520664,0.101
2200,2.2993624130884807,0.11166666666666666,2.307012915611267,0.08833333333333333,2.3036049955031452,0.101
