iteration,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
100,2.3019881751802234,0.10833333333333334,2.305693483352661,0.09333333333333334,2.3035142842461083,0.109
200,2.300192952156067,0.11166666666666666,2.3060115814208983,0.08833333333333333,2.3034277523265168,0.101
300,2.299729609489441,0.11166666666666666,2.3059911489486695,0.08833333333333333,2.3034626175375545,0.101
400,2.2993833700815838,0.11166666666666666,2.306049633026123,0.08833333333333333,2.3029134413775276,0.101
500,2.299223295847575,0.11166666666666666,2.3063849449157714,0.08833333333333333,2.3025068114785587,0.101
600,2.2989002572165593,0.11166666666666666,2.3067082166671753,0.08833333333333333,2.3032227403977337,0.101
700,2.2986084699630736,0.11166666666666666,2.3062459230422974,0.08833333333333333,2.3027337018181298,0.101
800,2.298019292619493,0.11166666666666666,2.3058959007263184,0.08833333333333333,2.3021346120273365,0.101
900,2.2971196836895413,0.13796296296296295,2.3051356792449953,0.125,2.301455455667832,0.129
1000,2.2958199818929037,0.155,2.3042881965637205,0.13833333333333334,2.300436482709997,0.154
1100,2.29395797252655,0.12185185185185185,2.302368092536926,0.11,2.2987037967233097,0.112
1200,2.291252507103814,0.11037037037037037,2.299787425994873,0.10166666666666667,2.2959735674016617,0.103
1300,2.287571917639838,0.1975925925925926,2.2970650434494018,0.16833333333333333,2.293387160581701,0.182
1400,2.28248106373681,0.19296296296296298,2.2923593282699586,0.16666666666666666,2.288286896312938,0.181
1500,2.276132027308146,0.1748148148148148,2.2857059478759765,0.14833333333333334,2.2816258318283977,0.164
1600,2.2686025910907324,0.19055555555555556,2.2779290676116943,0.16166666666666665,2.274142770206227,0.178
1700,2.2594363027148776,0.19203703703703703,2.2690648078918456,0.16666666666666666,2.265539477853214,0.179
1800,2.2489743709564207,0.19740740740740742,2.259519624710083,0.17,2.255630184622372,0.184
1900,2.2372477451960244,0.20074074074074075,2.247925543785095,0.17,2.243902290568632,0.185
2000,2.2244246694776746,0.20814814814814814,2.2358306407928468,0.17666666666666667,2.231117010116577,0.191
2100,2.2110643015967475,0.21166666666666667,2.223110628128052,0.18333333333333332,2.217620428870706,0.188
2200,2.1965180238087973,0.26166666666666666,2.208368349075317,0.23833333333333334,2.202789264566758,0.249
2300,2.1820592827267116,0.2401851851851852,2.194027853012085,0.20833333333333334,2.1885298700893627,0.228
2400,2.167010045051575,0.22518518518518518,2.180820846557617,0.2,2.173554111929501,0.206
2500,2.1516746123631796,0.2777777777777778,2.16556715965271,0.25833333333333336,2.157402080648086,0.27
2600,2.1366446759965685,0.2914814814814815,2.1503021717071533,0.27,2.141465888303869,0.305
2700,2.1220274925231934,0.302962962962963,2.1365991830825806,0.2966666666666667,2.1264389402726116,0.327
2800,2.1075184053844875,0.31148148148148147,2.122453451156616,0.31,2.11137757581823,0.335
2900,2.0934295429123773,0.32462962962962966,2.107937979698181,0.31833333333333336,2.095900058746338,0.349
3000,2.0797739611731636,0.3212962962962963,2.0952600479125976,0.3233333333333333,2.08204582158257,0.348
3100,2.0665899236996967,0.3309259259259259,2.082137441635132,0.33666666666666667,2.067697489962858,0.356
3200,2.053850617673662,0.3403703703703704,2.068600583076477,0.35,2.053708385018741,0.366
3300,2.041739977730645,0.3412962962962963,2.0570518016815185,0.345,2.0408441810046924,0.368
3400,2.03008131980896,0.3475925925925926,2.0457805156707765,0.345,2.028297817005831,0.37
3500,2.018891325261858,0.3511111111111111,2.0339669466018675,0.35333333333333333,2.0155929677626667,0.369
3600,2.0082041925854153,0.3540740740740741,2.023182713985443,0.3566666666666667,2.004028972457437,0.373
3700,1.9980319023132325,0.35462962962962963,2.0125110745429993,0.3566666666666667,1.9927916456671322,0.373
3800,1.9884666721026103,0.355,2.0031128764152526,0.3566666666666667,1.9821165940340828,0.374
3900,1.9793013718393113,0.35814814814814816,1.9937201619148255,0.3566666666666667,1.9717123718822704,0.377
4000,1.9705680396821763,0.35944444444444446,1.9841896176338196,0.3566666666666667,1.9622797825757194,0.379
4100,1.9623981184429593,0.36277777777777775,1.9763501405715942,0.3566666666666667,1.9528176363776713,0.386
4200,1.954569759633806,0.3638888888888889,1.9673311948776244,0.35833333333333334,1.9439808480879839,0.387
4300,1.9469188372294108,0.36574074074074076,1.95964058637619,0.36,1.9351628948660458,0.39
4400,1.9399552332030403,0.36592592592592593,1.9520745396614074,0.36333333333333334,1.9275167198742138,0.389
4500,1.9331855522261725,0.36777777777777776,1.9455405592918396,0.3616666666666667,1.9197302916470695,0.391
4600,1.9267708486980861,0.36796296296296294,1.9385924220085144,0.36333333333333334,1.912640746902017,0.392
4700,1.9207884709040324,0.37092592592592594,1.9323977470397948,0.36333333333333334,1.9058079088435453,0.39
4800,1.9148603174421521,0.3718518518518519,1.9256332278251649,0.36333333333333334,1.8989612214705522,0.39
4900,1.9094058685832553,0.37574074074074076,1.919998586177826,0.36666666666666664,1.8928528252769918,0.39
5000,1.904122257232666,0.37555555555555553,1.9143230199813843,0.36833333333333335,1.8868330506717457,0.391
5100,1.8989887370003595,0.37592592592592594,1.909152376651764,0.365,1.8809437401154463,0.393
5200,1.894148169623481,0.3787037037037037,1.9033104181289673,0.36666666666666664,1.8752425207811243,0.392
5300,1.8895832379659017,0.37925925925925924,1.8988507866859436,0.36666666666666664,1.8703616927651798,0.392
5400,1.8852322803603279,0.38037037037037036,1.8943869948387146,0.37,1.8652813785216387,0.392
5500,1.8810908608966403,0.38166666666666665,1.8897430419921875,0.37166666666666665,1.8603112978093765,0.394
5600,1.8771916641129387,0.38074074074074077,1.8868512511253357,0.37333333333333335,1.8563719286638147,0.394
5700,1.8732595456971062,0.38185185185185183,1.881098473072052,0.375,1.851716630599078,0.397
5800,1.869707957903544,0.3812962962962963,1.8779146194458007,0.375,1.8475705174838795,0.397
5900,1.8662982728746202,0.3827777777777778,1.8741767525672912,0.37666666666666665,1.8436725490233477,0.397
6000,1.8629894071155124,0.38166666666666665,1.8703997373580932,0.37666666666666665,1.8398677391164444,0.397
