iteration,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
100,1.1224837899208069,0.7229629629629629,1.1365295052528381,0.7116666666666667,1.081696629524231,0.749
200,0.5262429141336017,0.8772222222222222,0.5668414533138275,0.8483333333333334,0.511681533911649,0.877
300,0.3606057778000832,0.9064814814814814,0.42815643548965454,0.8783333333333333,0.3560296069173252,0.903
400,0.2877541419532564,0.9237037037037037,0.35820378810167314,0.885,0.3137408135568394,0.907
500,0.23376405379838414,0.9351851851851852,0.32417739778757093,0.9016666666666666,0.27379054795293245,0.915
600,0.20357095739907688,0.945,0.3092642515897751,0.9016666666666666,0.26492078952929554,0.921
700,0.16866141185164452,0.9555555555555556,0.27591642290353774,0.9066666666666666,0.22754946482532165,0.93
800,0.15111294210784965,0.9592592592592593,0.267046033591032,0.9133333333333333,0.22411903738975525,0.93
900,0.14486686603890525,0.9592592592592593,0.2795228883624077,0.915,0.21302416131776922,0.929
1000,0.11277885966830783,0.9711111111111111,0.24927689507603645,0.92,0.19807484044748194,0.935
1100,0.09756192221409744,0.9768518518518519,0.23380920365452768,0.9233333333333333,0.20096378466662237,0.935
1200,0.08909073223670323,0.980925925925926,0.24376377761363982,0.915,0.20872357838294087,0.934
1300,0.07334471040715775,0.985,0.22983388975262642,0.9283333333333333,0.1900545100078863,0.937
1400,0.06221405263576243,0.9888888888888889,0.23072090223431588,0.9316666666666666,0.1888082264100804,0.936
1500,0.053360486216843125,0.9909259259259259,0.22879648804664612,0.9283333333333333,0.18692801717449636,0.94
1600,0.04918209406443768,0.9901851851851852,0.23147478625178336,0.9316666666666666,0.1863826920880991,0.943
1700,0.039198029237902825,0.9942592592592593,0.22469103038311006,0.9233333333333333,0.18288725395413005,0.944
1800,0.03320305698240797,0.9953703703703703,0.22663733288645743,0.935,0.17007195752333193,0.946
1900,0.027598658405865232,0.9968518518518519,0.22568444460630416,0.9316666666666666,0.1758933185654528,0.947
2000,0.024896194925531745,0.9968518518518519,0.2256135620176792,0.93,0.1739196702837944,0.947
2100,0.020793883947448598,0.9979629629629629,0.22118964046239853,0.9316666666666666,0.17605988966191516,0.949
2200,0.01998243003876673,0.9977777777777778,0.23221118971705437,0.93,0.1783825963297311,0.947
